"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U710","2020-03-25 06:00:00","1942.000","0.000","0.000","11.300","0.850","810.000","","0.000","-99.000","-99.000","-99.000","12.300","","10.700",""
"C0SA30","2020-03-25 06:00:00","92.000","303.000","1.600","21.000","0.860","1005.400","","0.000","-99.000","-99.000","-99.000","22.800","","20.900",""
"C0V500","2020-03-25 06:00:00","6.000","0.000","0.000","22.700","0.890","1012.100","","0.000","-99.000","-99.000","-99.000","24.400","","22.700",""
"CM0160","2020-03-25 06:00:00","159.000","0.000","0.000","19.900","0.990","998.100","","0.000","-99.000","-99.000","-99.000","21.500","","19.900",""
"C0V350","2020-03-25 06:00:00","36.000","280.000","0.300","19.700","0.950","1011.500","","0.000","-99.000","-99.000","-99.000","21.100","","19.700",""
"C0W120","2020-03-25 06:00:00","58.000","-99.000","-99.000","20.600","0.930","1008.700","","0.000","-99.000","-99.000","-99.000","20.800","","20.400",""
"C0R470","2020-03-25 06:00:00","103.000","76.000","0.800","20.600","0.970","1003.300","","0.000","-99.000","-99.000","-99.000","22.900","","20.600",""
"C0M770","2020-03-25 06:00:00","164.000","51.000","0.500","19.900","1.000","995.500","","0.000","-99.000","-99.000","-99.000","21.700","","19.700",""
"C0S930","2020-03-25 06:00:00","248.000","248.000","2.800","21.000","0.730","987.500","","0.000","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0F9Y0","2020-03-25 06:00:00","3313.000","262.000","2.700","4.700","0.420","687.400","","0.000","-99.000","-99.000","-99.000","5.000","","3.100",""
"C0E790","2020-03-25 06:00:00","344.000","153.000","1.000","19.600","1.000","975.300","","0.000","-99.000","-99.000","-99.000","20.600","","19.000",""
"C0R520","2020-03-25 06:00:00","18.000","0.000","0.200","22.000","0.930","1012.700","","0.000","-99.000","-99.000","-99.000","23.800","","22.000",""
"C0G880","2020-03-25 06:00:00","92.000","0.000","0.000","20.400","0.930","1003.900","","0.000","-99.000","-99.000","-99.000","22.000","","20.400",""
"C0R260","2020-03-25 06:00:00","76.000","82.000","0.800","21.800","0.880","1005.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.300",""
"C0U950","2020-03-25 06:00:00","1012.000","134.000","7.000","15.800","1.000","904.400","","4.500","-99.000","-99.000","-99.000","16.500","","15.800",""
"C0O860","2020-03-25 06:00:00","38.000","0.000","0.000","21.300","0.990","1009.600","","0.000","-99.000","-99.000","-99.000","22.500","","21.100",""
"C0R320","2020-03-25 06:00:00","7.000","83.000","3.800","22.300","0.820","1013.800","","0.000","-99.000","-99.000","-99.000","23.900","","22.000",""
"C0S980","2020-03-25 06:00:00","901.000","336.000","0.800","17.500","0.950","915.400","","0.000","-99.000","-99.000","-99.000","18.500","","16.900",""
"C0V310","2020-03-25 06:00:00","46.000","43.000","0.400","21.000","0.990","1008.400","","0.000","-99.000","-99.000","-99.000","23.000","","20.900",""
"C0G620","2020-03-25 06:00:00","110.000","286.000","0.800","20.200","1.000","1001.500","","0.000","-99.000","-99.000","-99.000","21.800","","20.100",""
"C0AD50","2020-03-25 06:00:00","84.000","0.000","0.000","19.600","1.000","1006.200","","0.000","-99.000","-99.000","-99.000","20.900","","19.500",""
"C0A9A0","2020-03-25 06:00:00","24.000","0.000","0.000","21.000","0.980","1012.500","","0.000","-99.000","-99.000","-99.000","22.700","","21.000",""
"C0O830","2020-03-25 06:00:00","127.000","0.000","0.000","20.300","0.990","1000.300","","0.000","-99.000","-99.000","-99.000","21.400","","20.300",""
"C0S760","2020-03-25 06:00:00","1621.000","179.000","1.000","12.500","1.000","841.300","","0.000","-99.000","-99.000","-99.000","13.200","","12.100",""
"C0X160","2020-03-25 06:00:00","26.000","29.000","1.200","22.700","0.990","1010.900","","0.000","-99.000","-99.000","-99.000","23.100","","22.700",""
"C0C490","2020-03-25 06:00:00","157.000","0.000","0.000","19.700","0.940","997.000","","0.000","-99.000","-99.000","-99.000","20.800","","19.200",""
"C0R440","2020-03-25 06:00:00","1654.000","91.000","3.400","13.100","0.950","835.900","","0.000","-99.000","-99.000","-99.000","13.400","","12.500",""
"C0M690","2020-03-25 06:00:00","33.000","32.000","1.100","21.000","0.960","1010.100","","0.000","-99.000","-99.000","-99.000","22.500","","20.800",""
"C0V690","2020-03-25 06:00:00","30.000","45.000","1.100","23.300","0.850","1011.500","","0.000","-99.000","-99.000","-99.000","23.900","","22.800",""
"C0Z210","2020-03-25 06:00:00","126.000","0.000","0.000","18.900","0.990","1002.600","","0.000","-99.000","-99.000","-99.000","20.700","","18.900",""
"C0U770","2020-03-25 06:00:00","5.000","317.000","2.700","20.300","0.990","1015.400","","0.000","-99.000","-99.000","-99.000","20.800","","20.100",""
"C0Z080","2020-03-25 06:00:00","298.000","0.000","0.000","18.200","0.990","981.600","","0.000","-99.000","-99.000","-99.000","19.700","","18.100",""
"C0G640","2020-03-25 06:00:00","17.000","11.000","1.300","21.900","0.950","1015.300","","0.000","-99.000","-99.000","-99.000","22.800","","21.300",""
"C0X200","2020-03-25 06:00:00","61.000","0.000","0.000","20.400","0.990","1007.200","","0.000","-99.000","-99.000","-99.000","21.400","","20.400",""
"C0U900","2020-03-25 06:00:00","63.000","221.000","1.000","19.100","0.990","1009.800","","0.000","-99.000","-99.000","-99.000","20.400","","18.900",""
"C0Z230","2020-03-25 06:00:00","31.000","319.000","2.900","22.200","0.700","1013.100","","0.000","9.800","311.000","","22.400","","20.800",""
"C0F9O0","2020-03-25 06:00:00","175.000","0.000","0.100","21.400","1.000","994.400","","0.000","-99.000","-99.000","-99.000","22.200","","21.200",""
"C0C540","2020-03-25 06:00:00","46.000","222.000","0.800","19.700","0.940","1009.800","","0.000","-99.000","-99.000","-99.000","21.500","","19.700",""
"C0G770","2020-03-25 06:00:00","15.000","19.000","1.400","22.800","0.900","1012.900","","0.000","-99.000","-99.000","-99.000","23.600","","22.500",""
"C0V670","2020-03-25 06:00:00","20.000","339.000","0.600","23.100","0.850","1011.800","","0.000","-99.000","-99.000","-99.000","23.600","","22.600",""
"C0A870","2020-03-25 06:00:00","685.000","103.000","4.100","18.200","1.000","936.400","","0.000","-99.000","-99.000","-99.000","18.300","","18.000",""
"C0R220","2020-03-25 06:00:00","23.000","0.000","0.000","21.100","1.000","1012.100","","0.000","-99.000","-99.000","-99.000","23.100","","21.100",""
"C0Z220","2020-03-25 06:00:00","589.000","262.000","2.600","16.600","1.000","951.000","","0.000","-99.000","-99.000","-99.000","17.500","","16.500",""
"C0D560","2020-03-25 06:00:00","147.000","99.000","0.700","20.300","0.910","998.700","","0.000","-99.000","-99.000","-99.000","20.600","","19.700",""
"C0I380","2020-03-25 06:00:00","258.000","0.000","0.000","20.100","0.970","984.500","","0.000","-99.000","-99.000","-99.000","22.300","","20.100",""
"C0Z020","2020-03-25 06:00:00","211.000","202.000","0.400","17.400","0.990","990.700","","0.000","-99.000","-99.000","-99.000","19.700","","17.400",""
"C0Z190","2020-03-25 06:00:00","62.000","298.000","1.300","19.900","1.000","1008.400","","0.000","-99.000","-99.000","-99.000","20.700","","19.900",""
"C0C710","2020-03-25 06:00:00","143.000","0.000","0.000","16.900","0.990","999.300","","0.000","-99.000","-99.000","-99.000","19.100","","16.900",""
"C0D360","2020-03-25 06:00:00","523.000","0.000","0.000","15.900","0.980","954.700","","0.000","-99.000","-99.000","-99.000","18.300","","15.900",""
"C0C680","2020-03-25 06:00:00","228.000","0.000","0.000","19.400","0.880","987.400","","0.000","-99.000","-99.000","-99.000","20.200","","19.400",""
"C0X140","2020-03-25 06:00:00","17.000","0.000","0.000","22.000","0.940","1012.500","","0.000","-99.000","-99.000","-99.000","22.800","","22.000",""
"C0V710","2020-03-25 06:00:00","34.000","0.000","0.000","23.600","0.820","1010.200","","0.000","-99.000","-99.000","-99.000","24.700","","23.200",""
"C0G840","2020-03-25 06:00:00","32.000","15.000","0.600","20.500","1.000","1010.300","","0.000","-99.000","-99.000","-99.000","22.300","","20.500",""
"C0S890","2020-03-25 06:00:00","238.000","0.000","0.000","18.000","0.990","991.400","","0.000","-99.000","-99.000","-99.000","20.100","","18.000",""
"C0T820","2020-03-25 06:00:00","550.000","0.000","0.000","15.100","0.970","958.400","","0.000","-99.000","-99.000","-99.000","17.400","","15.100",""
"C0F9I0","2020-03-25 06:00:00","194.000","13.000","1.700","20.700","1.000","992.000","","0.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0C650","2020-03-25 06:00:00","208.000","206.000","0.600","19.000","0.960","991.100","","0.000","-99.000","-99.000","-99.000","19.100","","18.100",""
"C0R600","2020-03-25 06:00:00","766.000","112.000","0.700","20.300","0.800","928.800","","0.000","-99.000","-99.000","-99.000","20.600","","19.800",""
"C0Z320","2020-03-25 06:00:00","646.000","286.000","1.500","14.500","1.000","943.000","","0.000","-99.000","-99.000","-99.000","17.200","","14.500",""
"C0V210","2020-03-25 06:00:00","734.000","58.000","0.300","16.800","0.790","934.500","","0.000","-99.000","-99.000","-99.000","20.300","","16.800",""
"C0K240","2020-03-25 06:00:00","1132.000","133.000","2.800","16.000","0.980","893.500","","0.000","-99.000","-99.000","-99.000","17.700","","16.000",""
"C0E830","2020-03-25 06:00:00","37.000","14.000","1.300","21.900","0.910","1010.400","","0.000","-99.000","-99.000","-99.000","21.900","","20.400",""
"C0M520","2020-03-25 06:00:00","15.000","4.000","1.600","20.700","0.950","1012.500","","0.000","-99.000","-99.000","-99.000","21.900","","20.700",""
"C0A530","2020-03-25 06:00:00","300.000","0.000","0.000","18.800","0.990","981.200","","0.000","-99.000","-99.000","-99.000","19.800","","18.800",""
"C0E820","2020-03-25 06:00:00","220.000","0.000","0.000","19.200","0.930","990.100","","0.000","-99.000","-99.000","-99.000","19.500","","18.200",""
"C0K450","2020-03-25 06:00:00","35.000","15.000","1.000","20.900","0.900","1010.000","","0.000","-99.000","-99.000","-99.000","22.300","","20.900",""
"C0G760","2020-03-25 06:00:00","53.000","0.000","0.000","20.400","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","22.300","","20.400",""
"CM0120","2020-03-25 06:00:00","4.000","44.000","3.100","22.300","0.830","1014.300","","0.000","-99.000","-99.000","-99.000","22.800","","22.300",""
"C0Z290","2020-03-25 06:00:00","946.000","144.000","2.100","16.400","0.940","911.100","","0.000","-99.000","-99.000","-99.000","16.600","","15.300",""
"C0V680","2020-03-25 06:00:00","40.000","143.000","0.700","22.300","0.870","1009.500","","0.000","-99.000","-99.000","-99.000","23.300","","22.100",""
"C0F9U0","2020-03-25 06:00:00","74.000","36.000","0.300","22.500","0.890","1006.400","","0.000","-99.000","-99.000","-99.000","23.400","","22.500",""
"C0AI10","2020-03-25 06:00:00","76.000","0.000","0.000","19.300","0.960","1006.000","","0.000","-99.000","-99.000","-99.000","21.300","","19.300",""
"C0V530","2020-03-25 06:00:00","34.000","45.000","0.800","20.900","1.000","1010.200","","0.000","-99.000","-99.000","-99.000","22.000","","20.900",""
"C0R550","2020-03-25 06:00:00","38.000","36.000","1.200","20.200","1.000","1010.900","","0.000","-99.000","-99.000","-99.000","22.500","","20.000",""
"C0F9L0","2020-03-25 06:00:00","253.000","50.000","0.700","20.900","0.970","985.600","","0.000","-99.000","-99.000","-99.000","21.200","","19.900",""
"C0A950","2020-03-25 06:00:00","60.000","170.000","1.900","20.600","0.990","1008.900","","5.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"C0R160","2020-03-25 06:00:00","45.000","71.000","0.400","20.700","0.990","1008.700","","0.000","-99.000","-99.000","-99.000","22.200","","20.700",""
"C0F9S0","2020-03-25 06:00:00","43.000","354.000","2.000","22.200","0.860","1010.100","","0.000","-99.000","-99.000","-99.000","23.300","","22.200",""
"C0M820","2020-03-25 06:00:00","980.000","0.000","0.000","15.600","0.770","907.700","","0.000","-99.000","-99.000","-99.000","18.500","","15.600",""
"C0G870","2020-03-25 06:00:00","12.000","9.000","1.600","22.000","0.880","1014.200","","0.000","-99.000","-99.000","-99.000","23.400","","22.000",""
"C0R530","2020-03-25 06:00:00","16.000","50.000","0.900","21.900","0.770","1012.500","","0.000","-99.000","-99.000","-99.000","23.400","","21.700",""
"C0O840","2020-03-25 06:00:00","134.000","0.000","0.200","19.900","1.000","997.300","","0.000","-99.000","-99.000","-99.000","21.500","","19.900",""
"C0A890","2020-03-25 06:00:00","40.000","0.000","0.000","20.500","0.980","1010.000","","4.500","-99.000","-99.000","-99.000","20.700","","20.500",""
"C0A660","2020-03-25 06:00:00","97.000","0.000","0.200","20.500","0.970","1004.000","","1.000","-99.000","-99.000","-99.000","20.600","","20.000",""
"C0T9H0","2020-03-25 06:00:00","725.000","269.000","1.000","17.100","0.990","935.200","","0.000","-99.000","-99.000","-99.000","17.800","","16.900",""
"C0R270","2020-03-25 06:00:00","51.000","70.000","1.400","21.500","1.000","1007.400","","0.000","-99.000","-99.000","-99.000","22.200","","21.500",""
"C0O980","2020-03-25 06:00:00","18.000","11.000","1.300","21.100","0.990","1013.700","","0.000","-99.000","-99.000","-99.000","22.400","","20.900",""
"C0T9I0","2020-03-25 06:00:00","152.000","220.000","1.300","19.600","0.890","999.300","","0.000","-99.000","-99.000","-99.000","20.800","","19.600",""
"C0V760","2020-03-25 06:00:00","30.000","63.000","0.600","22.100","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","23.400","","22.100",""
"C0AG90","2020-03-25 06:00:00","25.000","0.000","0.000","20.100","1.000","1013.000","","0.000","-99.000","-99.000","-99.000","22.300","","20.100",""
"C0R570","2020-03-25 06:00:00","37.000","21.000","0.800","20.900","0.930","1009.100","","0.000","-99.000","-99.000","-99.000","23.700","","20.900",""
"C0O900","2020-03-25 06:00:00","9.000","0.000","0.000","20.800","0.990","1013.700","","0.000","-99.000","-99.000","-99.000","22.200","","20.700",""
"C0AD00","2020-03-25 06:00:00","86.000","200.000","0.600","21.100","0.930","1005.300","","0.000","-99.000","-99.000","-99.000","23.400","","21.100",""
"C0V700","2020-03-25 06:00:00","24.000","0.000","0.000","23.600","0.820","1010.800","","0.000","-99.000","-99.000","-99.000","24.500","","23.100",""
"C0AH00","2020-03-25 06:00:00","38.000","0.000","0.000","20.600","1.000","1010.500","","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0X080","2020-03-25 06:00:00","2.000","357.000","0.400","21.000","0.950","1014.200","","0.000","-99.000","-99.000","-99.000","22.300","","20.900",""
"C0G910","2020-03-25 06:00:00","42.000","360.000","2.200","21.400","0.960","1010.800","","0.000","-99.000","-99.000","-99.000","22.600","","21.400",""
"C0I480","2020-03-25 06:00:00","2165.000","0.000","0.000","7.200","0.910","790.000","","0.000","-99.000","-99.000","-99.000","10.900","","7.100",""
"C0A860","2020-03-25 06:00:00","362.000","0.000","0.000","19.000","1.000","974.000","","0.500","-99.000","-99.000","-99.000","19.300","","18.700",""
"C0U940","2020-03-25 06:00:00","25.000","263.000","1.400","18.900","1.000","1013.700","","0.000","-99.000","-99.000","-99.000","20.300","","18.300",""
"C0S970","2020-03-25 06:00:00","19.000","293.000","2.900","21.200","0.870","1012.700","","0.000","-99.000","-99.000","-99.000","23.000","","21.200",""
"C0V260","2020-03-25 06:00:00","126.000","115.000","0.800","20.100","0.990","1000.100","","0.000","-99.000","-99.000","-99.000","21.900","","20.100",""
"C0H990","2020-03-25 06:00:00","3076.000","248.000","2.800","6.200","0.340","707.100","","0.000","-99.000","-99.000","-99.000","6.500","","4.000",""
"C0F9K0","2020-03-25 06:00:00","30.000","23.000","2.200","21.800","0.960","1010.100","","0.000","-99.000","-99.000","-99.000","21.900","","21.500",""
"C0AH90","2020-03-25 06:00:00","660.000","0.000","0.000","14.000","0.990","944.200","","0.000","-99.000","-99.000","-99.000","17.100","","14.000",""
"C0W150","2020-03-25 06:00:00","42.000","64.000","1.500","18.800","0.630","1011.900","","0.000","-99.000","-99.000","-99.000","19.100","","18.300",""
"C0F000","2020-03-25 06:00:00","273.000","13.000","1.000","20.000","1.000","981.100","","0.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0K410","2020-03-25 06:00:00","20.000","1.000","0.800","21.200","0.930","1011.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.200",""
"C0V800","2020-03-25 06:00:00","256.000","235.000","0.300","21.000","0.910","983.800","","0.000","-99.000","-99.000","-99.000","22.600","","21.000",""
"C0S830","2020-03-25 06:00:00","288.000","0.000","0.100","20.800","0.840","984.200","","0.000","-99.000","-99.000","-99.000","21.600","","20.500",""
"C0S920","2020-03-25 06:00:00","98.000","298.000","0.400","19.800","0.940","999.500","","0.000","-99.000","-99.000","-99.000","22.800","","19.800",""
"C0V640","2020-03-25 06:00:00","35.000","19.000","0.900","22.800","0.910","1010.300","","0.000","-99.000","-99.000","-99.000","23.000","","22.200",""
"C0AH80","2020-03-25 06:00:00","68.000","0.000","0.000","18.900","0.980","1006.800","","0.000","-99.000","-99.000","-99.000","21.700","","18.900",""
"C0K250","2020-03-25 06:00:00","12.000","355.000","1.500","21.200","0.970","1013.600","","0.000","-99.000","-99.000","-99.000","22.400","","20.700",""
"C0R840","2020-03-25 06:00:00","536.000","55.000","3.400","18.400","-99.000","954.700","","0.000","-99.000","-99.000","-99.000","19.200","","18.000",""
"C0I410","2020-03-25 06:00:00","180.000","9.000","1.500","20.200","0.950","993.800","","0.000","-99.000","-99.000","-99.000","21.700","","20.200",""
"C0M410","2020-03-25 06:00:00","245.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9Z0","2020-03-25 06:00:00","3193.000","315.000","1.700","5.300","0.480","697.200","","0.000","-99.000","-99.000","-99.000","6.000","","4.200",""
"C0G810","2020-03-25 06:00:00","26.000","356.000","0.900","22.200","0.920","1011.600","","0.000","-99.000","-99.000","-99.000","23.400","","22.200",""
"C0U650","2020-03-25 06:00:00","442.000","100.000","0.600","17.900","0.910","966.100","","0.000","-99.000","-99.000","-99.000","18.600","","17.800",""
"C0D660","2020-03-25 06:00:00","65.000","0.000","0.000","21.200","0.900","1007.700","","0.000","-99.000","-99.000","-99.000","21.200","","20.200",""
"C0E540","2020-03-25 06:00:00","32.000","0.000","0.000","20.600","0.960","1011.600","","0.000","-99.000","-99.000","-99.000","20.600","","19.600",""
"C0W170","2020-03-25 06:00:00","42.000","10.000","7.700","14.800","0.870","1010.700","","1.000","-99.000","-99.000","-99.000","14.900","","13.900",""
"C0Z150","2020-03-25 06:00:00","27.000","227.000","3.000","19.200","0.990","1013.100","","0.000","-99.000","-99.000","-99.000","21.000","","19.100",""
"C0S840","2020-03-25 06:00:00","22.000","271.000","1.400","20.400","0.940","1014.100","","0.000","-99.000","-99.000","-99.000","22.400","","20.100",""
"C0H9A0","2020-03-25 06:00:00","1595.000","304.000","0.400","11.600","0.840","847.600","","0.000","-99.000","-99.000","-99.000","13.700","","11.500",""
"C0Z300","2020-03-25 06:00:00","182.000","185.000","1.000","18.300","0.990","996.000","","0.000","-99.000","-99.000","-99.000","20.400","","18.200",""
"C0G730","2020-03-25 06:00:00","27.000","8.000","1.800","21.100","0.970","1012.500","","0.000","-99.000","-99.000","-99.000","22.300","","20.900",""
"C0V730","2020-03-25 06:00:00","33.000","104.000","0.400","22.300","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","23.900","","22.300",""
"C0AD10","2020-03-25 06:00:00","27.000","262.000","0.700","21.400","0.950","1011.700","","0.000","-99.000","-99.000","-99.000","23.800","","21.300",""
"C0M720","2020-03-25 06:00:00","225.000","326.000","0.300","19.600","0.970","988.700","","0.000","-99.000","-99.000","-99.000","21.000","","19.100",""
"C0V450","2020-03-25 06:00:00","51.000","96.000","0.700","20.100","0.990","1008.400","","0.000","-99.000","-99.000","-99.000","22.700","","20.000",""
"C0R280","2020-03-25 06:00:00","242.000","68.000","0.600","20.100","0.960","987.600","","0.000","-99.000","-99.000","-99.000","21.700","","19.700",""
"C0E610","2020-03-25 06:00:00","850.000","0.000","0.000","16.500","0.900","921.100","","0.000","-99.000","-99.000","-99.000","18.100","","16.500",""
"C0V610","2020-03-25 06:00:00","22.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z310","2020-03-25 06:00:00","59.000","350.000","1.400","20.700","0.960","1009.400","","0.000","-99.000","-99.000","-99.000","21.200","","20.300",""
"C0S700","2020-03-25 06:00:00","507.000","179.000","1.700","17.500","0.930","959.100","","0.000","-99.000","-99.000","-99.000","18.200","","17.200",""
"C0T9G0","2020-03-25 06:00:00","605.000","28.000","0.700","17.400","0.990","949.500","","0.000","-99.000","-99.000","-99.000","18.200","","17.300",""
"C0U520","2020-03-25 06:00:00","517.000","234.000","0.600","16.300","0.990","959.800","","0.000","-99.000","-99.000","-99.000","17.900","","16.300",""
"C0E750","2020-03-25 06:00:00","62.000","159.000","0.600","21.500","0.870","1007.100","","0.000","-99.000","-99.000","-99.000","21.500","","20.700",""
"C0G660","2020-03-25 06:00:00","27.000","355.000","1.600","21.800","0.970","1012.700","","0.000","-99.000","-99.000","-99.000","23.100","","21.800",""
"C0U720","2020-03-25 06:00:00","1260.000","244.000","1.200","13.300","1.000","889.300","","0.000","-99.000","-99.000","-99.000","14.300","","13.200",""
"C0R690","2020-03-25 06:00:00","248.000","58.000","1.000","20.600","0.940","985.700","","0.000","-99.000","-99.000","-99.000","21.400","","19.900",""
"C0X150","2020-03-25 06:00:00","18.000","0.000","0.200","22.000","0.930","1014.100","","0.000","-99.000","-99.000","-99.000","22.900","","22.000",""
"C0Z050","2020-03-25 06:00:00","830.000","336.000","0.800","16.000","0.780","924.900","","0.000","-99.000","-99.000","-99.000","17.100","","15.300",""
"C0I490","2020-03-25 06:00:00","1601.000","103.000","1.300","13.200","0.810","843.600","","0.000","-99.000","-99.000","-99.000","14.000","","12.500",""
"C0I090","2020-03-25 06:00:00","910.000","0.000","0.200","17.400","0.960","914.400","","0.000","-99.000","-99.000","-99.000","18.700","","17.300",""
"C0X240","2020-03-25 06:00:00","394.000","174.000","0.300","17.600","0.940","970.500","","0.000","-99.000","-99.000","-99.000","20.000","","17.600",""
"C0S990","2020-03-25 06:00:00","409.000","32.000","1.700","20.300","0.900","969.200","","0.000","-99.000","-99.000","-99.000","20.900","","20.000",""
"C0E850","2020-03-25 06:00:00","104.000","91.000","0.300","19.900","0.950","1002.700","","0.000","-99.000","-99.000","-99.000","19.900","","18.400",""
"C0T9B0","2020-03-25 06:00:00","558.000","270.000","1.200","18.300","0.880","953.600","","0.000","-99.000","-99.000","-99.000","18.900","","17.500",""
"C0G650","2020-03-25 06:00:00","34.000","0.000","0.000","21.200","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","23.000","","21.200",""
"C0K580","2020-03-25 06:00:00","26.000","6.000","0.900","21.200","0.990","1013.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.100",""
"C0X050","2020-03-25 06:00:00","25.000","16.000","0.400","20.100","0.990","1010.600","","0.000","-99.000","-99.000","-99.000","21.900","","19.900",""
"CM0100","2020-03-25 06:00:00","25.000","151.000","1.500","20.900","0.840","1012.300","","0.000","-99.000","-99.000","-99.000","21.300","","20.300",""
"C0AC70","2020-03-25 06:00:00","71.000","0.000","0.000","20.700","0.930","1007.000","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"CM0130","2020-03-25 06:00:00","11.000","352.000","2.700","23.100","0.820","1014.200","","0.000","-99.000","-99.000","-99.000","23.900","","22.900",""
"C0W110","2020-03-25 06:00:00","16.000","6.000","6.000","16.700","0.870","1015.500","","0.000","-99.000","-99.000","-99.000","16.700","","15.500",""
"C0R670","2020-03-25 06:00:00","26.000","46.000","1.900","23.400","0.760","1012.300","","0.000","-99.000","-99.000","-99.000","25.300","","23.300",""
"C0X120","2020-03-25 06:00:00","28.000","354.000","1.500","21.500","0.940","1012.500","","0.000","-99.000","-99.000","-99.000","22.600","","21.500",""
"C0R100","2020-03-25 06:00:00","1006.000","316.000","0.800","15.800","0.980","904.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.300",""
"C0C700","2020-03-25 06:00:00","151.000","0.000","0.000","19.700","0.950","998.200","","0.000","-99.000","-99.000","-99.000","20.500","","19.700",""
"C0W130","2020-03-25 06:00:00","18.000","8.000","3.500","21.000","0.900","1011.900","","0.000","8.600","29.000","","21.400","","20.900",""
"C0F9R0","2020-03-25 06:00:00","20.000","45.000","0.600","21.800","1.000","1013.500","","0.000","-99.000","-99.000","-99.000","22.200","","21.800",""
"C0V660","2020-03-25 06:00:00","25.000","0.000","0.000","22.300","0.890","1011.700","","0.000","-99.000","-99.000","-99.000","23.000","","22.000",""
"C0G780","2020-03-25 06:00:00","27.000","14.000","1.100","21.900","0.940","1011.600","","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0C590","2020-03-25 06:00:00","72.000","175.000","1.500","19.700","0.940","1006.100","","0.000","-99.000","-99.000","-99.000","20.700","","18.900",""
"C0I520","2020-03-25 06:00:00","3860.000","169.000","1.900","-0.100","0.470","642.200","","-99.000","-99.000","-99.000","-99.000","2.200","","-0.400",""
"C0M790","2020-03-25 06:00:00","15.000","21.000","1.100","21.000","0.920","1011.900","","0.000","-99.000","-99.000","-99.000","22.400","","21.000",""
"C0R130","2020-03-25 06:00:00","1040.000","97.000","2.300","18.400","0.720","898.400","","0.000","-99.000","-99.000","-99.000","18.400","","16.800",""
"C0AH30","2020-03-25 06:00:00","755.000","168.000","3.000","19.200","1.000","931.000","","4.000","-99.000","-99.000","-99.000","19.200","","18.100",""
"C0X170","2020-03-25 06:00:00","50.000","43.000","0.700","21.800","0.960","1008.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.800",""
"C0K291","2020-03-25 06:00:00","8.000","5.000","1.800","21.600","0.960","1014.100","","0.000","-99.000","-99.000","-99.000","22.600","","21.600",""
"C0D480","2020-03-25 06:00:00","223.000","0.000","0.000","18.900","0.990","988.800","","0.000","-99.000","-99.000","-99.000","19.100","","17.600",""
"C0U860","2020-03-25 06:00:00","5.000","0.000","0.000","21.300","1.000","1015.300","","4.000","-99.000","-99.000","-99.000","21.600","","21.300",""
"C0UA50","2020-03-25 06:00:00","808.000","138.000","1.600","17.100","1.000","925.300","","0.000","-99.000","-99.000","-99.000","17.200","","16.600",""
"C0X320","2020-03-25 06:00:00","30.000","54.000","0.900","19.600","0.950","1010.400","","0.000","-99.000","-99.000","-99.000","21.700","","19.300",""
"C0T960","2020-03-25 06:00:00","120.000","0.000","0.000","18.300","0.990","1002.000","","0.000","-99.000","-99.000","-99.000","20.200","","18.100",""
"C0SA80","2020-03-25 06:00:00","136.000","262.000","0.300","19.200","0.940","999.900","","0.000","-99.000","-99.000","-99.000","20.400","","19.200",""
"C0E780","2020-03-25 06:00:00","160.000","0.000","0.000","20.700","0.970","996.600","","0.000","-99.000","-99.000","-99.000","20.700","","19.600",""
"C0F9Q0","2020-03-25 06:00:00","149.000","0.000","0.000","21.100","0.970","996.700","","0.000","-99.000","-99.000","-99.000","21.100","","19.900",""
"C0F9X0","2020-03-25 06:00:00","166.000","5.000","2.400","20.700","0.990","997.600","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0F0D0","2020-03-25 06:00:00","3171.000","240.000","0.700","5.700","0.370","698.900","","0.000","-99.000","-99.000","-99.000","5.700","","3.200",""
"C0S730","2020-03-25 06:00:00","110.000","50.000","1.700","21.600","0.950","1002.400","","0.000","-99.000","-99.000","-99.000","22.600","","21.600",""
"C0T790","2020-03-25 06:00:00","2830.000","0.000","0.100","8.800","0.300","728.100","","0.000","-99.000","-99.000","-99.000","9.100","","6.700",""
